y,x,group
1.2257027575351385,18.25095466604667,组1
0.5351559238185218,20.972138009695755,组1
1.2316067691017918,19.756856902451936,组1
0.3120225369825136,14.252071899905918,组1
0.13568490395594301,15.001662849112254,组1
1.7484099256953622,20.735534453962618,组1
0.2731092647083388,12.052653045655747,组1
0.5657229863224913,20.212284183827663,组1
0.9825639945724676,19.970694287520462,组1
0.7633632976970297,16.679349528437207,组1
0.29756516831041396,15.030324268193135,组1
0.57312932803925,14.784256121007733,组1
0.28256244313265394,14.548695876541245,组1
0.7676282133511908,16.450763058826467,组1
1.1089408178291973,17.045482589579535,组1
0.42771503463741234,17.534973520744924,组1
1.2656988537576341,21.955002834343926,组1
0.7890366512680582,19.92661919213753,组1
0.7911590192584362,18.221792294411628,组1
0.7712340924707127,21.889601476818846,组1
0.05561487910678323,14.15308698235599,组1
0.12358585014783949,13.602120338578445,组1
1.0496148803627796,18.12539604273031,组1
0.4535581121626062,12.439420079613834,组1
-0.42041839284117377,12.356802787735962,组1
0.33974175623017705,17.148888202713703,组1
0.7858634282910444,16.66206025325289,组1
0.40325440337034957,21.171677731928522,组1
0.5929620526558842,18.292262544910106,组1
0.5828907519348853,17.141176465995137,组1
1.0362033645225917,16.96873435393504,组1
0.5383092716325615,14.475149220273309,组1
-0.10037186642676232,12.117940255425058,组1
0.1018810098473871,13.924021439853107,组1
0.7428701548769334,18.920321208818393,组1
0.7739633589440503,14.006067239869953,组1
0.2936348428221446,15.695363106022068,组1
-0.10180704546516404,12.03734242052076,组1
1.1194634493119375,20.300477298017455,组1
0.1430836414934686,13.5446108106144,组1
0.2520696856885396,14.675993045637854,组1
0.6664750846741249,20.803321539808287,组1
0.607716458028616,17.097908098684233,组1
0.8613268675979966,20.471502463658695,组1
1.1758053219976095,18.397171669425262,组1
2.8067562329924676,12.380572866912392,组2
2.2036224579454973,20.76218808109271,组2
2.0027841094486503,16.67730216814096,组2
1.8660211453686997,17.476351992137353,组2
2.086315914086097,15.22163309780225,组2
1.4576367511434967,19.51324919854928,组2
2.764347869273513,12.251968708017603,组2
1.9122396058422717,15.72185272565204,组2
2.3578031200506238,12.303502943841117,组2
2.024032577114927,13.228921022050093,组2
1.4071558267800368,21.671482353973676,组2
1.4265876128912787,18.577607300385147,组2
2.497398062688452,16.282202463894812,组2
1.927077263049511,17.237401079104803,组2
2.0398251997032637,20.728092085647745,组2
2.12929507532282,15.442106669960262,组2
1.6847259794722154,17.902909822897147,组2
1.7387126603275767,18.836843733395437,组2
1.9195881107051753,15.554137770235121,组2
1.9875068955179278,17.1909848649599,组2
1.6564586994902475,19.652473832785226,组2
1.5676839482279303,21.0917931399055,组2
1.7966490380909776,13.510622780768156,组2
1.3708684114866652,21.334193923074285,组2
2.9747770494278045,12.051788658154322,组2
1.5626863714336956,19.52977503597754,组2
1.3826457100779814,20.10526830317245,组2
2.4086529751671955,13.367640515425816,组2
2.5574223491142383,16.189036509131853,组2
1.2388864717355406,20.152562779950458,组2
2.315600401364367,12.142711896846105,组2
1.6760120478297498,18.284619478662908,组2
1.1492242575069818,19.930236580980342,组2
2.2468214819826704,17.130035828222084,组2
1.8111150920649346,19.25849420551087,组2
2.2438658593446967,14.26423482697144,组2
1.9778740662499055,13.985211479926729,组2
2.2686728966086394,15.631269505503516,组2
2.0677211056257203,13.794060275671466,组2
2.073134725736151,15.460614391124786,组2
1.2536094736078187,21.481240614108145,组2
1.515697859838235,17.73332717611121,组2
2.595381695418336,15.400680674208399,组2
2.0052936575645055,14.715246198087852,组2
1.740456532158513,21.52039490707522,组2
1.6583549400213988,20.776913666495336,组3
1.184232463176804,17.233041529751773,组3
1.4018905536822404,21.156354351007323,组3
-0.046346548825833056,12.466522379538873,组3
-0.19514515845017433,12.30288833931602,组3
-0.17393662142925242,12.202155733561469,组3
0.6233763915267124,14.527686779524565,组3
0.27338447605893823,14.485697732089829,组3
0.5621292029278361,13.875033343559666,组3
1.2396150469900877,17.670558183853956,组3
0.8789808592675177,12.389858410330454,组3
0.6752219960493502,17.90387867834852,组3
0.7095859077272564,13.66011153047217,组3
1.2888518887602103,18.778737085673093,组3
0.13302523245315495,12.21075354443891,组3
0.1515740170284371,15.10570197053195,组3
1.627946481902676,21.38341286864614,组3
1.3292325259844247,17.38396379877245,组3
1.5319898947380943,20.115874027467505,组3
1.3128159765450498,18.58026081611726,组3
1.097600575894158,18.107507856135264,组3
0.8483542355980157,13.912526800848974,组3
1.1263951483988273,17.743947482578058,组3
-0.5987099321425214,12.396864184590001,组3
1.3007705364993005,20.016644050918735,组3
1.1390488381690314,21.60070917026176,组3
0.49921288299153277,20.54009071341845,组3
0.005736990318601032,12.507096459660612,组3
1.1763340976203465,15.386600833802184,组3
0.6888977232978155,15.180031978622821,组3
-0.10750041249057674,13.1271699172287,组3
0.8986563209197698,18.26611819328121,组3
1.931139346246903,19.974581753663333,组3
0.7198679677935016,15.137214720022438,组3
1.6698563574004426,20.628092349187348,组3
1.5161168170297135,19.971269128461298,组3
0.3458883861981557,13.291379414743247,组3
1.7622384585590092,19.668591567381554,组3
1.8821158498980792,20.826207199019183,组3
0.5306052707057167,13.972825698317465,组3
0.7675501979408378,17.73641179498523,组3
1.4286380065581894,18.387499660221028,组3
0.9573151861893067,18.093342574925998,组3
0.6560882062956459,12.962456776280435,组3
0.8452768422234638,18.61191461014949,组3
